chr1	17369	17605	2	2	0	0	5	29
chr1	18367	24737	2	2	0	0	5	32
chr1	18367	195262	2	2	0	0	5	32
chr1	24440	24737	2	2	0	0	8	33
chr1	24892	29320	2	2	0	0	2	29
chr1	92241	112699	2	2	1	0	1	18
chr1	120933	129054	2	2	1	0	2	7
chr1	139848	140074	2	2	1	0	16	31
chr1	169265	172556	2	2	1	0	3	12
chr1	172689	173752	2	2	1	0	38	32
chr1	173863	805798	2	2	0	0	6	30
chr1	173863	810066	2	2	0	0	16	30
chr1	186470	187128	2	2	0	0	1	13
chr1	187891	188129	2	2	0	0	5	29
chr1	188890	195262	2	2	0	0	5	32
chr1	194965	195262	2	2	0	0	8	33
chr1	195417	199836	2	2	0	0	2	29
chr1	259026	353997	2	2	0	0	5	26
chr1	348431	353997	2	2	0	0	7	26
chr1	532458	805798	2	2	0	0	6	30
chr1	532458	810066	2	2	0	0	18	30
chr1	630019	630396	1	3	0	0	16	24
chr1	630305	630538	2	2	0	0	1	16
chr1	631383	633633	2	2	0	0	1	13
chr1	774281	805798	2	2	0	0	6	30
chr1	774281	810066	2	2	0	0	18	30
chr1	779093	781936	1	1	1	19	0	23
chr1	805892	808573	2	2	0	0	91	30
chr1	808624	810066	2	2	0	0	78	33
chr1	810171	827483	2	2	0	3	0	28
chr1	825553	847653	1	1	1	0	2	4
chr1	827776	829002	1	1	1	27	13	33
chr1	827850	829002	1	1	1	2	0	27
chr1	827854	829002	1	1	1	0	13	3
chr1	829105	841199	1	1	1	115	0	33
chr1	829105	847653	1	1	1	117	2	32
chr1	829105	851926	1	1	1	122	0	33
chr1	847807	849483	1	1	1	63	0	33
chr1	849603	851926	1	1	1	36	0	32
chr1	852111	852670	1	1	1	69	0	32
chr1	852111	853390	1	1	1	77	0	33
chr1	852767	853390	1	1	1	15	0	31
chr1	853493	856448	1	1	0	0	1	15
chr1	853836	856448	1	1	0	0	1	15
chr1	944769	957209	0	0	0	22	0	32
chr1	944801	945056	2	2	1	29	0	32
chr1	945147	945517	2	2	1	5	0	32
chr1	945654	946172	2	2	1	1	0	27
chr1	948233	948489	2	2	1	1	0	19
chr1	951239	951999	2	2	1	2	0	22
chr1	952140	952411	2	2	1	8	0	28
chr1	952601	953174	2	2	1	11	0	19
chr1	953289	953781	2	2	1	28	0	33
chr1	953893	954003	2	2	1	14	0	26
chr1	953893	955922	2	2	0	1	0	18
chr1	954083	955922	2	2	1	40	3	33
chr1	956014	956094	2	2	1	160	0	33
chr1	956216	956893	2	2	1	429	0	33
chr1	957026	957098	2	2	1	1071	0	33
chr1	957274	958720	2	2	0	31	0	33
chr1	957274	958928	2	2	1	745	0	33
chr1	959082	959214	2	2	1	19	0	33
chr1	966615	966703	1	1	1	4	0	33
chr1	999433	999525	2	2	1	5	0	32
chr1	999458	1008193	1	1	0	4	0	27
chr1	999614	999691	2	2	1	20	0	31
chr1	999788	999865	2	2	1	17	0	29
chr1	1008280	1013983	1	1	1	12	0	26
chr1	1013577	1013983	1	1	1	190	0	32
chr1	1035236	1091990	2	2	0	2	0	12
chr1	1059783	1060276	1	1	0	1	0	18
chr1	1059783	1060279	1	1	0	12	0	33
chr1	1059847	1060276	1	1	0	4	0	25
chr1	1059847	1060279	1	1	0	22	0	29
chr1	1060394	1061019	1	1	0	4	0	29
chr1	1060394	1063078	1	1	0	199	0	33
chr1	1060394	1065829	1	1	0	32	0	33
chr1	1060394	1065948	1	1	0	1	0	12
chr1	1061118	1063078	1	1	0	32	0	33
chr1	1062278	1063060	2	2	0	9	0	33
chr1	1063202	1065829	1	1	0	183	0	33
chr1	1064590	1065829	1	1	0	9	0	32
chr1	1064590	1065948	1	1	0	5	0	29
chr1	1082988	1084352	2	2	1	3	0	26
chr1	1084384	1084480	2	2	1	5	0	26
chr1	1084507	1085877	2	2	1	6	0	26
chr1	1086013	1087138	2	2	1	28	0	33
chr1	1087205	1087501	2	2	1	19	0	32
chr1	1087205	1090352	2	2	0	16	0	32
chr1	1087598	1090352	2	2	1	23	0	27
chr1	1090429	1091471	2	2	1	69	0	33
chr1	1091566	1091990	2	2	1	30	1	29
chr1	1092294	1116059	2	2	0	1	0	13
chr1	1203674	1204157	0	0	0	7	0	32
chr1	1203969	1204033	2	2	1	256	0	33
chr1	1203969	1204054	2	2	1	59	0	33
chr1	1204169	1204398	2	2	0	4	0	25
chr1	1204169	1205369	2	2	0	8	0	26
chr1	1204237	1204398	2	2	1	1596	0	33
chr1	1204237	1205369	2	2	0	125	0	33
chr1	1204237	1206384	2	2	0	198	0	33
chr1	1204313	1205369	2	2	0	1	0	12
chr1	1204317	1205369	2	2	0	413	0	33
chr1	1204317	1206384	2	2	0	59	0	32
chr1	1204464	1205369	2	2	0	66	0	33
chr1	1204487	1205369	2	2	1	1613	0	33
chr1	1204487	1206384	2	2	0	6	0	32
chr1	1205452	1206384	2	2	0	175	0	32
chr1	1205493	1206384	2	2	1	2086	0	33
chr1	1205529	1206384	2	2	0	23	0	33
chr1	1211576	1213666	1	1	0	25	0	28
chr1	1211626	1211703	2	2	1	242	0	33
chr1	1211626	1212991	2	2	0	1	0	31
chr1	1211780	1212689	1	3	0	5	0	16
chr1	1211833	1211941	2	2	1	267	0	33
chr1	1211833	1212079	2	2	0	157	0	33
chr1	1211833	1212637	2	2	0	268	0	33
chr1	1211833	1212991	2	2	0	49	0	33
chr1	1212139	1212637	2	2	1	2928	1	33
chr1	1212139	1212991	2	2	0	334	0	33
chr1	1212705	1212991	2	2	1	2640	0	33
chr1	1213094	1213325	2	2	0	11	0	29
chr1	1213094	1213394	2	2	1	34	0	33
chr1	1213094	1213662	2	2	1	7732	0	33
chr1	1213094	1213705	2	2	0	36	0	33
chr1	1213094	1213982	2	2	0	419	0	33
chr1	1213786	1213982	2	2	1	2970	0	33
chr1	1214185	1215483	2	2	0	9	0	31
chr1	1214185	1216786	2	2	0	10	0	31
chr1	1215575	1216722	2	2	0	2	0	30
chr1	1217689	1218457	2	2	1	7	0	27
chr1	1218634	1218768	2	2	1	15	0	32
chr1	1218944	1223243	2	2	1	11	0	33
chr1	1223358	1223831	2	2	1	36	0	28
chr1	1223969	1228467	2	2	1	7	0	29
chr1	1228947	1231891	2	2	1	10	0	27
chr1	1255488	1256044	2	2	1	37	0	33
chr1	1256126	1256991	2	2	1	70	0	32
chr1	1257131	1257207	2	2	1	150	0	33
chr1	1257131	1263345	2	2	1	19	0	29
chr1	1257311	1263345	2	2	1	115	0	32
chr1	1263387	1266097	2	2	1	7	0	26
chr1	1263387	1267861	2	2	1	226	0	33
chr1	1263387	1273665	2	2	1	58	0	32
chr1	1267993	1273498	2	2	1	0	8	3
chr1	1267993	1273665	2	2	1	84	8	32
chr1	1299906	1299972	2	2	1	2	0	23
chr1	1300069	1300157	2	2	1	1	0	4
chr1	1300203	1300508	2	2	1	1	0	18
chr1	1308721	1308914	1	1	1	20	0	31
chr1	1308973	1309085	1	1	1	32	0	31
chr1	1309274	1309453	1	1	1	65	0	30
chr1	1309604	1309680	1	1	1	44	0	30
chr1	1309852	1310633	1	1	1	7	0	18
chr1	1310689	1310908	1	1	1	8	0	30
chr1	1311072	1311329	1	1	1	2	0	21
chr1	1311642	1320914	0	0	0	33	0	31
chr1	1312950	1313034	2	2	1	6	0	30
chr1	1313125	1313508	2	2	1	19	0	33
chr1	1313593	1313731	2	2	1	16	0	33
chr1	1313922	1314300	2	2	1	6	0	31
chr1	1313922	1314823	2	2	1	1	0	5
chr1	1314366	1314823	2	2	1	4	0	27
chr1	1314963	1315403	2	2	1	26	0	33
chr1	1315439	1315519	2	2	1	34	1	32
chr1	1315553	1319295	2	2	1	0	1	4
chr1	1315619	1316156	2	4	1	0	1	3
chr1	1315619	1319295	2	2	1	95	1	33
chr1	1319525	1320455	2	2	1	365	0	33
chr1	1320530	1320995	2	2	1	287	0	33
chr1	1321094	1324580	2	2	1	24	0	33
chr1	1373903	1373999	2	2	1	204	0	33
chr1	1374241	1374704	2	2	0	68	0	32
chr1	1374446	1374704	2	2	1	1122	1	33
chr1	1374791	1375153	2	2	1	762	0	33
chr1	1387583	1387776	2	2	1	1	0	16
chr1	1390372	1390458	2	2	1	2	0	19
chr1	1390564	1390765	2	2	1	4	0	28
chr1	1390866	1393395	2	2	1	2	0	16
chr1	1392804	1393395	2	2	1	9	0	30
chr1	1393461	1395393	2	2	1	29	0	31
chr1	1395515	1398232	2	2	1	52	0	31
chr1	1395515	1398596	2	2	0	44	0	31
chr1	1398343	1398596	2	2	1	104	0	31
chr1	1398672	1398987	2	2	1	38	4	30
chr1	1398672	1399018	2	2	1	75	4	32
chr1	1398672	1405808	2	2	0	54	0	32
chr1	1399686	1400157	1	3	1	26	0	33
chr1	1399690	1400157	1	1	1	88	0	32
chr1	1400304	1400604	1	1	1	495	0	33
chr1	1402251	1405808	2	2	0	38	0	31
chr1	1402257	1402461	2	2	0	17	0	33
chr1	1402257	1405808	2	2	1	2683	0	33
chr1	1402426	1405808	2	2	0	60	0	33
chr1	1402602	1405808	2	2	1	163	0	32
chr1	1405887	1406835	2	2	0	7	0	26
chr1	1405887	1406908	2	2	1	4487	0	33
chr1	1405887	1407130	2	2	0	34	0	31
chr1	1407020	1407130	2	2	1	1125	0	33
chr1	1455520	1455790	1	1	1	0	13	27
chr1	1455917	1456224	1	1	1	0	16	33
chr1	1456350	1457128	1	1	1	0	12	10
chr1	1479109	1480866	1	1	1	1	0	5
chr1	1485172	1485781	1	1	1	17	0	32
chr1	1485839	1486109	1	1	1	17	13	27
chr1	1486236	1486543	1	1	1	43	16	33
chr1	1486669	1487862	1	1	1	84	12	33
chr1	1487915	1489203	1	1	1	182	0	33
chr1	1489275	1490256	1	1	1	54	0	32
chr1	1490425	1490562	1	1	1	37	0	33
chr1	1490672	1495484	1	1	1	36	2	32
chr1	1523965	1524272	1	1	1	0	16	33
chr1	1524398	1525239	1	1	1	0	12	10
chr1	1527863	1533925	1	1	0	19	0	32
chr1	1529332	1533925	1	1	1	0	2	8
chr1	1542168	1543868	2	2	1	129	0	32
chr1	1543988	1544862	2	2	1	339	0	33
chr1	1545003	1564772	2	2	1	1627	0	33
chr1	1564917	1574477	2	2	1	385	4	33
chr1	1615634	1616507	1	1	1	15	0	29
chr1	1629312	1629638	1	1	1	2	0	33
chr1	1629705	1630291	1	1	1	9	0	15
chr1	1640453	1641047	2	2	1	0	1	21
chr1	1641821	1641905	2	2	1	0	13	32
chr1	1642002	1642385	2	2	1	0	8	32
chr1	1642509	1645125	2	2	1	0	7	32
chr1	1645263	1649498	2	2	1	24	10	31
chr1	1645290	1649498	2	2	0	0	10	31
chr1	1649638	1652438	2	2	1	192	0	33
chr1	1649638	1652468	2	2	0	4	0	15
chr1	1652567	1655368	2	2	1	249	19	33
chr1	1655485	1657255	2	2	1	0	94	33
chr1	1655485	1657356	2	2	0	6	0	30
chr1	1655485	1657374	2	2	1	52	520	33
chr1	1657303	1657374	2	2	1	0	9	30
chr1	1657499	1658913	2	2	1	161	10	33
chr1	1657890	1723223	1	1	0	0	2	27
chr1	1707585	1708179	2	2	1	0	1	21
chr1	1708953	1709037	2	2	1	0	13	32
chr1	1709134	1709517	2	2	1	0	8	32
chr1	1709641	1712263	2	2	1	13	7	32
chr1	1712401	1716345	2	2	1	4	10	32
chr1	1712428	1716345	2	2	1	9	10	31
chr1	1716479	1719327	2	2	1	10	0	30
chr1	1716479	1719357	2	2	1	2	0	27
chr1	1719456	1721595	2	2	1	120	15	33
chr1	1721712	1722587	2	2	1	0	94	33
chr1	1721712	1722707	2	2	1	26	520	33
chr1	1722635	1722707	2	2	1	0	9	30
chr1	1722832	1723799	2	2	1	31	0	31
chr1	1722832	1723948	2	2	1	29	0	31
chr1	1722832	1724257	2	2	1	16	10	31
chr1	1753061	1754050	2	2	0	9	0	27
chr1	1753061	1754283	2	2	0	6	0	25
chr1	1754209	1754283	2	2	1	12	0	26
chr1	1754384	1754543	2	2	1	29	0	32
chr1	1754699	1755373	2	2	1	10	0	25
chr1	1754699	1756257	2	2	1	23	0	32
chr1	1755477	1756257	2	2	1	10	0	33
chr1	1756344	1756502	2	2	1	15	0	32
chr1	1756609	1757180	2	4	1	16	0	29
chr1	1757311	1761951	2	2	1	47	0	33
chr1	1762036	1765227	2	2	1	52	0	33
chr1	1765447	1778745	2	2	1	8	0	30
chr1	1787054	1787321	2	2	1	38	0	30
chr1	1790597	1793244	2	2	1	4	0	15
chr1	1793312	1804418	2	2	1	5	0	16
chr1	1799169	1813359	2	2	0	0	1	24
chr1	1804582	1806474	2	2	1	30	0	28
chr1	1806539	1815755	2	2	1	29	0	32
chr1	1815863	1817836	2	2	1	21	0	30
chr1	1817876	1825396	2	2	1	12	0	28
chr1	1825500	1839189	2	2	1	7	0	33
chr1	1839239	1890819	2	2	1	2	0	17
chr1	2004530	2026679	2	2	0	0	1	28
chr1	2189782	2193638	2	2	1	8	0	25
chr1	2193911	2193997	2	2	1	29	0	31
chr1	2194134	2194687	2	2	1	4	0	29
chr1	2391959	2393207	1	1	0	62	0	32
chr1	2391959	2393269	1	1	0	24	0	33
chr1	2391959	2395783	1	1	1	258	0	33
chr1	2391959	2395789	1	1	0	1	0	26
chr1	2393356	2395783	1	1	0	218	0	33
chr1	2395872	2397115	1	1	1	1007	0	33
chr1	2395872	2400856	1	1	0	28	0	31
chr1	2397221	2399414	1	1	1	819	7	33
chr1	2397221	2400856	1	1	1	0	5	3
chr1	2399515	2400856	1	1	1	308	5	33
chr1	2400936	2402096	1	1	1	1	0	31
chr1	2400936	2402206	1	1	1	304	0	32
chr1	2402343	2403034	1	1	1	143	0	33
chr1	2556734	2557725	1	1	1	133	0	33
chr1	2557835	2558342	1	1	1	343	0	32
chr1	2558469	2559822	1	1	1	155	11	33
chr1	2559979	2560623	1	1	1	65	0	32
chr1	2560715	2561493	1	1	1	2	0	33
chr1	2560715	2561672	1	1	1	56	0	32
chr1	2561816	2562864	1	1	1	22	0	30
chr1	2562897	2563147	1	1	1	10	0	29
chr1	2576741	2577005	2	2	0	2	0	26
chr1	3492768	3493770	2	2	1	6	0	33
chr1	3493900	3493995	2	2	1	12	0	33
chr1	3494125	3494370	2	2	1	12	0	32
chr1	3494500	3494612	2	2	1	11	0	31
chr1	3494742	3495889	2	2	1	19	0	29
chr1	3496019	3496654	2	2	1	11	0	32
chr1	3635295	3635943	2	2	1	3	0	19
chr1	3636031	3636994	2	2	1	6	0	33
chr1	3637099	3638749	2	2	1	21	0	33
chr1	3638823	3646665	2	2	1	37	0	33
chr1	3646783	3647407	2	2	1	51	0	32
chr1	3647561	3649930	2	2	1	34	0	32
chr1	3890074	3890568	2	2	1	10	0	31
chr1	3891058	3892882	2	2	1	151	0	32
chr1	3892997	3900171	2	2	1	18	0	29
chr1	5501191	5596439	2	2	0	2	0	17
chr1	5557650	5596437	1	1	0	1	0	15
chr1	5572972	5596437	1	1	0	1	0	13
chr1	5575804	5596439	2	2	0	1	0	15
chr1	5583782	5596437	1	1	0	1	0	13
chr1	5590390	5596437	1	1	0	1	0	13
chr1	5594272	5596437	1	1	0	1	0	17
chr1	5595770	5596437	1	1	0	2	0	14
chr1	6026446	6040516	1	1	1	8	0	31
chr1	6040646	6041830	1	1	1	35	0	26
chr1	6041873	6072754	1	1	1	17	0	33
chr1	6072799	6073732	1	1	1	16	0	33
chr1	6073771	6082194	1	1	1	20	0	33
chr1	6082275	6085203	1	1	1	6	0	32
chr1	6085249	6087466	1	1	1	11	0	30
chr1	6087512	6089007	1	1	1	15	0	31
chr1	6089052	6090388	1	1	1	2	0	24
chr1	6090476	6094399	1	1	1	3	0	24
chr1	6186752	6192929	2	2	0	0	27	30
chr1	6186817	6192929	2	2	1	0	6482	33
chr1	6186817	6192946	2	2	0	49	0	27
chr1	6187564	6189895	0	0	0	16	6	32
chr1	6189291	6192929	2	2	0	16	0	33
chr1	6193055	6197651	2	2	1	24	1850	33
chr1	6197757	6199561	2	2	1	113	0	33
chr1	6225263	6231901	2	2	1	29	0	33
chr1	6232120	6233473	2	2	1	46	0	33
chr1	6232120	6234885	2	2	1	83	0	33
chr1	6233644	6234885	2	2	1	201	0	33
chr1	6234971	6235716	2	2	0	11	0	29
chr1	6234975	6235716	2	2	1	182	0	33
chr1	6281287	6294863	2	2	1	3	0	26
chr1	6294981	6318491	2	2	1	1	0	22
chr1	6318579	6327298	2	2	1	6	16	33
chr1	6327414	6333476	2	2	1	25	0	33
chr1	6333569	6339432	2	2	1	72	0	32
chr1	6339590	6349748	2	2	1	79	0	31
chr1	6349867	6393256	2	2	1	25	0	31
chr1	6461763	6461993	2	2	1	8	0	32
chr1	6462175	6462628	2	2	1	184	0	33
chr1	6462664	6464551	2	2	0	50	0	33
chr1	6462667	6462862	2	2	1	39	0	31
chr1	6462957	6463071	2	2	1	4	0	22
chr1	6462971	6463071	2	2	1	54	0	32
chr1	6462971	6464374	2	2	1	3	0	31
chr1	6463128	6464374	2	2	1	147	0	33
chr1	6464454	6464551	2	2	1	240	0	33
chr1	6464720	6465087	2	2	1	177	0	33
chr1	6464720	6465439	2	2	1	79	0	33
chr1	6465223	6465439	2	2	1	142	0	32
chr1	6465561	6466068	2	2	1	9	0	32
chr1	6526004	6526695	2	2	1	31	0	33
chr1	6526830	6528993	2	2	1	64	0	33
chr1	6529172	6531967	2	2	1	137	1	33
chr1	6532080	6532462	2	2	1	134	0	32
chr1	6532761	6533279	2	2	1	4	0	16
chr1	6533442	6541829	2	2	1	1	0	7
chr1	6587633	6588059	1	1	1	10	0	26
chr1	6588197	6588277	1	1	1	54	0	31
chr1	6588443	6588755	1	1	1	51	1	31
chr1	6588845	6588915	1	1	1	21	0	33
chr1	6599453	6601796	2	2	1	1	0	23
chr1	6628989	6733460	1	1	0	0	12	19
chr1	6645951	6651528	2	2	0	1	0	28
chr1	6645979	6651528	2	2	1	2	0	16
chr1	6651603	6652828	2	2	1	5	0	27
chr1	6652952	6653910	2	2	1	38	0	33
chr1	6654040	6667708	2	2	1	157	0	31
chr1	6667811	6678393	2	2	1	170	0	33
chr1	6667811	6680907	2	2	1	36	0	20
chr1	6670911	6678393	2	2	1	1	0	7
chr1	6672329	6678393	2	2	0	5	0	31
chr1	6678468	6680907	2	2	1	630	0	33
chr1	6681038	6701728	2	2	1	60	0	33
chr1	6785576	6806982	1	1	1	8	0	31
chr1	6785576	6820180	1	1	1	161	12	33
chr1	6785576	6825091	1	1	1	2	21	22
chr1	6785576	6871756	1	1	0	11	0	28
chr1	6807089	6820180	1	1	1	56	12	33
chr1	6807089	6825091	1	1	1	0	21	3
chr1	6820251	6825091	1	1	1	354	21	33
chr1	6825211	6829451	1	1	0	28	0	31
chr1	6825211	6853051	1	1	0	1	0	20
chr1	6825211	6871756	1	1	1	498	58	33
chr1	6829545	6871756	1	1	0	9	0	28
chr1	6871841	6887653	1	1	1	137	0	33
chr1	7270217	7270258	1	5	0	0	3	23
chr1	7771386	7773441	1	1	1	36	0	33
chr1	7773512	7777159	1	1	1	240	0	33
chr1	7777319	7778117	1	1	1	427	0	33
chr1	7778170	7779625	1	1	1	192	0	33
chr1	7785006	7785440	1	1	1	4	0	22
chr1	7785587	7786720	1	1	1	2	0	7
chr1	7786837	7788044	1	1	1	1	0	9
chr1	7918102	7941889	0	0	0	4	2	32
chr1	7918409	7938208	0	0	0	3	3	33
chr1	7918622	7918826	2	4	0	12	0	32
chr1	7918648	8105988	0	0	0	15	10	33
chr1	7920924	7933161	2	2	1	108	0	32
chr1	7933297	7935012	2	2	1	309	0	33
chr1	7933297	7937689	2	2	0	9	0	31
chr1	7935144	7936459	2	2	1	8	0	33
chr1	7935144	7937689	2	2	1	599	0	33
chr1	7936564	7937689	2	2	1	16	0	30
chr1	7937757	7938192	2	2	1	1033	0	33
chr1	7937757	7938720	2	2	0	25	0	25
chr1	7938331	7938720	2	2	1	3790	0	33
chr1	7938331	7939894	2	2	0	9	0	27
chr1	7938829	7939894	2	2	1	5669	0	33
chr1	7940029	7940783	2	2	0	3	0	28
chr1	7940079	7940783	2	2	1	202	0	31
chr1	7954316	7962762	1	1	0	62	0	32
chr1	7961653	7962762	1	1	0	27	0	24
chr1	7961736	7962762	1	1	1	448	0	33
chr1	7961794	7962762	1	1	1	200	0	30
chr1	7962876	7964001	1	1	0	2	0	26
chr1	7962876	7965323	1	1	1	7623	2	33
chr1	7962876	7969344	1	1	0	20	0	32
chr1	7965426	7969084	1	1	1	15	0	33
chr1	7965426	7969344	1	1	1	9110	5	33
chr1	7965426	7970893	1	1	1	71	2	31
chr1	7969149	7969344	1	1	1	22	7	26
chr1	7969405	7970893	1	1	1	4989	2	33
chr1	7970964	7971628	1	1	1	0	402	3
chr1	7970964	7977651	1	1	1	3962	403	33
chr1	7971001	7977651	1	1	0	9	0	31
chr1	7977739	7984863	1	1	1	9	0	29
chr1	7977739	7984893	1	1	1	2527	1	33
chr1	8014397	8015307	2	2	1	48	0	31
chr1	8015385	8015494	2	2	1	153	0	33
chr1	8015401	8015494	2	2	1	13	0	31
chr1	8015693	8026157	2	2	1	69	0	33
chr1	8022468	8026157	2	2	0	4	0	27
chr1	8438301	8465924	2	2	1	15	0	33
chr1	8466024	8495062	2	2	1	54	0	28
chr1	8495163	8497404	2	2	1	97	5	33
chr1	8497530	8508626	2	2	1	61	2	33
chr1	8497530	8525758	2	2	1	0	1	3
chr1	8508676	8525758	2	2	1	19	1	28
chr1	8860132	8860267	2	4	0	1	0	19
chr1	8861430	8862886	2	2	1	160	86	33
chr1	8862946	8863234	2	2	1	392	0	33
chr1	8863344	8863890	2	2	1	618	0	32
chr1	8864093	8865284	2	2	1	444	0	33
chr1	8864626	8865284	2	2	0	2	0	33
chr1	8865483	8866278	2	2	1	648	41	33
chr1	8866502	8867116	2	2	1	1983	0	33
chr1	8867251	8867987	2	2	1	5751	0	33
chr1	8868058	8870451	2	2	1	8175	2	33
chr1	8868058	8870824	2	2	1	1	1	3
chr1	8868058	8871890	2	2	1	58	0	33
chr1	8870511	8871890	2	2	1	14314	5	33
chr1	8870884	8871890	2	2	1	1	4	7
chr1	8871987	8874823	2	2	1	16678	24	33
chr1	8873974	8874823	2	2	1	6	0	27
chr1	8874915	8878579	2	2	0	22	0	33
chr1	8874918	8876349	2	2	0	1	0	29
chr1	8874918	8878579	2	2	1	2582	0	33
chr1	9539748	9553625	1	1	1	0	21	31
chr1	9589044	9595889	1	1	1	15	0	30
chr1	9596011	9596858	1	1	1	58	0	33
chr1	9597054	9598448	1	1	1	51	0	33
chr1	9598626	9601104	1	1	1	6	1	31
chr1	9601455	9602068	1	1	1	2	0	14
chr1	9691572	9691674	1	1	1	16	0	32
chr1	9891945	9905565	1	1	0	0	1	29
chr1	9930458	9931890	2	2	1	2	0	9
chr1	9931973	9932802	2	2	1	2	0	15
chr1	9932899	9934761	2	2	1	9	0	27
chr1	9934861	9935491	2	2	1	23	0	32
chr1	9935628	9936518	2	2	1	68	0	33
chr1	9936628	9942623	2	2	1	43	0	33
chr1	9942783	9943248	2	2	1	2	1	26
chr1	9942783	9943348	2	2	1	5	1	33
chr1	10000967	10035229	2	2	0	0	1	31
chr1	10171330	10178643	1	1	1	3	0	28
chr1	10178819	10179415	1	3	1	11	0	32
chr1	10399126	10399628	1	1	1	20	0	29
chr1	10399705	10400375	1	1	1	6	0	4
chr1	10399705	10400392	1	1	1	116	0	32
chr1	10399705	10400409	1	1	0	23	0	29
chr1	10400573	10403070	1	1	1	390	0	33
chr1	10403137	10404160	1	1	1	279	0	33
chr1	10404280	10408070	1	1	1	58	0	32
chr1	10408141	10411417	1	3	1	67	0	33
